"Country","Informal_Economy_Indicator","score_global_du_projet","score_du_projet_CBDC_de_detail","score_du_projet_CBDC_de_gros","interet_de_recherche_normalise","Indice_des_discours_des_banquiers_centraux_normalise","interet_de_recherche","indice_de_position_des_banquiers_centraux","Classement_general_de_l_indice","Classement_de_la_valeur_des_services_centralises_recus","Classement_de_la_valeur_des_services_centralises_reçus_dans_le_commerce_de_detail","Classement_du_volume_d_echange_pair_a_pair_P2P","Classement_de_la_valeur_recue_en_DeFi","Classement_de_la_valeur_reçue_en_DeFi_de_detail","Global Innovation Index: Global Innovation Index","Mobile cellular subscriptions (per 100 people)","Trade (% of GDP)","I_E_DGE"
"Slovenia",25.4,0,0,0,0.950185021532965,-0.365377127548227,10.3947368421053,0,35.0649350649351,53.5947712418301,36.6013071895425,16.3398692810458,47.0588235294118,47.0588235294118,40.6,126.1838135,186.026832111384,24.1
"Somalia",NA,0,0,0,-0.685964046956471,-0.365377127548227,0,0,26.6233766233766,38.562091503268,52.2875816993464,28.1045751633987,18.9542483660131,18.9542483660131,NA,50.25710738,95.8395749517935,NA
"South Africa",28.8,2,1,2,0.516442791079888,2.03128523278679,7.6390977443609,0.666666666666667,80.5194805194805,86.9281045751634,86.2745098039216,84.3137254901961,71.2418300653595,71.2418300653595,29.8,167.3958702,65.0607354191033,22.7
"South Korea",26,2,2,0,1.3655834468782,3.2296164129543,13.0338345864662,1,83.1168831168831,90.1960784313726,90.1960784313726,51.6339869281046,81.6993464052288,81.6993464052288,57.8,148.5880603,96.5364092886865,22.5
"Spain",23.4,2,1,2,0.548396516106445,1.43211964270304,7.8421052631579,0.5,86.3636363636364,82.3529411764706,79.7385620915033,59.4771241830065,92.156862745098,92.156862745098,44.6,124.0994495,80.536506491124,20.6
"Sri Lanka",41.9,1,1,0,1.05610570263951,-0.365377127548227,11.0676691729323,0,68.1818181818182,69.281045751634,73.8562091503268,57.516339869281,65.359477124183,65.359477124183,24.2,143.0794174,46.5192457459555,32.9
"Suriname",37.7,0,0,0,-0.685964046956471,-0.365377127548227,0,0,3.8961038961039,4.57516339869281,5.22875816993464,5.22875816993464,6.5359477124183,6.5359477124183,NA,150.2880072,NA,33
"Sweden",19.1,2,2,0,1.66973557027913,2.63045082287055,14.9661654135338,0.833333333333333,55.1948051948052,56.2091503267974,56.2091503267974,49.0196078431373,56.8627450980392,56.8627450980392,61.6,125.0711442,102.924081161799,17.1
"Switzerland",8.5,2,1,2,2.0011075335175,2.33086802782867,17.0714285714286,0.75,59.7402597402597,54.2483660130719,45.0980392156863,41.8300653594771,77.124183006536,77.124183006536,64.6,119.5610489,140.169548786107,7.9
"Syria",20.2,0,0,0,-0.685964046956471,-0.365377127548227,0,0,15.5844155844156,19.6078431372549,32.6797385620915,45.0980392156863,9.15032679738562,9.15032679738562,NA,NA,NA,17.3
"Taiwan",NA,2,2,1,3.08043335663675,-0.365377127548227,23.9285714285714,0,79.2207792207792,78.4313725490196,78.4313725490196,57.516339869281,83.6601307189542,83.6601307189542,NA,NA,NA,NA
"Tajikistan",37.7,0,0,0,-0.685964046956471,-0.365377127548227,0,0,12.987012987013,20.9150326797386,16.9934640522876,24.8366013071895,9.80392156862745,9.80392156862745,18.8,NA,NA,43
"Tanzania",52.2,1,1,1,-0.685964046956471,-0.365377127548227,0,0,85.0649350649351,63.3986928104575,60.1307189542484,96.7320261437908,83.0065359477124,83.0065359477124,19.4,91.89984822,35.0208594630622,40.7
"Thailand",48.4,2,2,2,1.51529256598411,2.03128523278679,13.984962406015,0.666666666666667,94.1558441558442,95.4248366013072,90.8496732026144,71.8954248366013,96.7320261437908,96.7320261437908,34.9,176.3169269,133.875987637704,45
"Trinidad and Tobago",33.4,1,1,0,-0.685964046956471,-0.365377127548227,0,0,16.8831168831169,13.7254901960784,11.7647058823529,27.4509803921569,17.6470588235294,17.6470588235294,19.8,130.5663978,NA,25.2
"Tunisia",37.5,1,1,0,-0.685964046956471,-0.365377127548227,0,0,64.9350649350649,72.5490196078431,71.8954248366013,85.6209150326797,40.5228758169935,40.5228758169935,27.9,129.2577838,110.739949599319,32.7
"Turkey",31,2,2,0,2.0011075335175,-0.365377127548227,17.0714285714286,0,92.8571428571429,93.4640522875817,94.7712418300653,77.7777777777778,92.8104575163399,92.8104575163399,38.1,105.807654,81.1701295782724,24.2
"Uganda",39.9,0,0,0,-0.685964046956471,-0.365377127548227,0,0,71.4285714285714,32.0261437908497,44.4444444444444,88.8888888888889,78.4313725490196,78.4313725490196,15.7,69.986293,34.5053019271252,32.4
"Ukraine",46.9,2,2,0,0.293950187191271,-0.365377127548227,6.22556390977444,0,97.4025974025974,97.3856209150327,98.6928104575163,93.4640522875817,94.1176470588235,94.1176470588235,31,NA,87.7068665397297,46
"United Arab Emirates",29.8,2,1,2,1.8247703102228,3.2296164129543,15.9511278195489,1,50,50.3267973856209,42.483660130719,33.9869281045752,61.437908496732,61.437908496732,42.1,212.2208173,NA,22.1
"United Kingdom",12.8,1,1,1,0.821186650129458,0.941893250816328,9.57518796992481,0.363636363636364,91.5584415584416,90.8496732026144,87.5816993464052,75.8169934640523,95.4248366013072,95.4248366013072,59.7,120.8191165,69.5224186707207,11.7
"United States",8.5,2,1,2,0.49573204337749,0.233788462535527,7.50751879699248,0.166666666666667,98.0519480519481,99.3464052287582,95.4248366013072,92.8104575163399,99.3464052287582,99.3464052287582,61.8,110.1664718,27.3635734698129,8
"Uruguay",48.3,2,2,0,-0.685964046956471,-0.365377127548227,0,0,22.0779220779221,28.7581699346405,30.718954248366,24.1830065359477,20.2614379084967,20.2614379084967,29.2,138.526391,57.1915376600037,40.6
"Uzbekistan",NA,0,0,0,-0.685964046956471,-0.365377127548227,0,0,84.4155844155844,71.8954248366013,75.1633986928105,65.359477124183,90.8496732026144,90.8496732026144,25.3,103.0681174,71.578945020344,NA
"Venezuela",37,1,1,0,1.28037351347405,-0.365377127548227,12.4924812030075,0,74.6753246753247,88.2352941176471,89.5424836601307,79.7385620915033,41.8300653594771,41.8300653594771,NA,63.41889546,NA,30.4
"Vietnam",14.4,1,1,0,0.941900722452006,-0.365377127548227,10.3421052631579,0,98.7012987012987,98.0392156862745,98.0392156862745,99.3464052287582,98.6928104575163,98.6928104575163,34.3,139.9496874,185.729987041137,10.6
"Yemen",NA,0,0,0,-0.685964046956471,-0.365377127548227,0,0,65.5844155844156,79.7385620915033,68.6274509803922,83.6601307189542,35.9477124183007,35.9477124183007,NA,NA,NA,24.9
"Zambia",47.1,0,0,0,-0.685964046956471,-0.365377127548227,0,0,22.7272727272727,26.1437908496732,24.1830065359477,73.8562091503268,14.3790849673203,14.3790849673203,15.8,99.10241824,69.2973154244156,39.6
"Zimbabwe",62.2,1,1,0,-0.685964046956471,-0.365377127548227,0,0,33.7662337662338,46.4052287581699,33.9869281045752,66.6666666666667,22.2222222222222,22.2222222222222,18.1,87.62450647,64.9566408853696,60.4
